case,h,reference_h,alpha,steps,status,error_message,reference_completed,trajectory_completed,position_error_vs_source_free_mean_blend_reference,velocity_error_vs_source_free_mean_blend_reference,max_residual_norm,max_source_consistency_row_norm,max_blend_mean_closure_row_norm,max_source_free_lower_pair_row_norm,max_raw_terminal_endpoint_constraint_norm,max_raw_terminal_endpoint_velocity_constraint_norm,max_terminal_vs_gauss_position_delta_norm,max_terminal_vs_gauss_velocity_delta_norm,min_jacobian_rank,max_raw_jacobian_condition,max_scaled_jacobian_condition,max_condition_reduction_raw_to_scaled,max_raw_linear_residual_norm,max_scaled_linear_residual_norm,initial_z0_residual_norm,initial_z0_jacobian_rank,initial_z0_jacobian_condition,initial_z0_norm,max_terminal_z0_update_delta_norm,max_terminal_z0_norm,total_newton_iterations,max_newton_iterations,position_observed_order,velocity_observed_order,terminal_velocity_observed_power_h,residual_observed_power_h,row_families_substituted,stage_rows_substituted,source_consistency_rows,blend_mean_closure_rows,source_free_lower_pair_rows,lower_pair_row_formula,linear_solve_policy,output_policy,start_z0_policy,selection_source,external_endpoint_source_removed,endpoint_boundary_source_removed,terminal_row_replacement_used,projection_used,trajectory_h_sweep_present,one_step_h_sweep_present,accepted_h_sweep_present,full_tfe_stage_replacement,blocking_gap,notes,alpha_max_terminal_velocity_norm,alpha_max_residual_norm,alpha_min_position_order,alpha_min_velocity_order,case_best_alpha_by_terminal_velocity,global_best_alpha_by_trajectory_terminal_velocity,trajectory_alpha_sweep_present
cylindrical_sharp,0.02,0.005,0.75,4,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,1.8937912690823890e-06,1.0613501154215369e-03,2.5540239096246740e-12,9.4567435243005037e-16,8.0087416682148414e-17,9.4905952139727005e-16,2.6689540250738823e-07,7.4473271223943258e-06,7.9263563345901178e-04,1.1938902628073759e-02,132,1.1428841960559621e+08,4.1364926141064052e+03,6.3918953471821980e+04,4.1779102684702403e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.2156228314356534e+00,1.9449721109784097e+01,22,5,2.5547699977471434e+00,1.9176401931388665e+00,2.3646465134745662e-01,-1.2940583692193386e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",7.4473271223943258e-06,8.7785141015577373e-12,2.5547699977471434e+00,1.9176401931388665e+00,0.75,0.75,True
cylindrical_sharp,0.01,0.005,0.75,8,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,6.6334550229635709e-07,5.4283647301894060e-05,6.8456996344107668e-12,5.2653564504598247e-16,8.6720917931054937e-17,5.3246669681216511e-16,1.5489674021977741e-07,4.8801602556496139e-06,2.0235752465289138e-04,6.1299008792445901e-03,132,4.3512330139105082e+08,4.9367466905450328e+03,2.5250009953259726e+05,6.4368531246993991e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.4305772144494244e+00,1.9500561623133624e+01,38,5,2.5547699977471434e+00,1.9176401931388665e+00,2.3646465134745662e-01,-1.2940583692193386e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",7.4473271223943258e-06,8.7785141015577373e-12,2.5547699977471434e+00,1.9176401931388665e+00,0.75,0.75,True
cylindrical_smooth,0.04,0.005,1,2,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,8.7545904540125466e-08,1.2000565373304358e-05,2.8109428451435089e-12,9.0365377538175396e-16,2.2970449984014716e-17,9.0394567720309703e-16,4.1791959087723561e-08,2.3017282038122799e-06,3.1937596171314878e-03,1.4077475192081815e-02,132,2.5746116703031257e+07,1.2096357891018993e+03,2.4136368794494396e+04,2.7778453641868272e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,2.0361057900148927e+00,1.9456826690375223e+01,13,5,3.5124241115945551e+00,4.4477483539784020e+00,1.2094803068442970e+00,-7.6645571735885976e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",1.0608082736897238e-05,8.1340031778287478e-12,2.5545206518532031e+00,1.9178419801939592e+00,1,0.75,True
cylindrical_smooth,0.02,0.005,1,4,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,4.2512974633743210e-09,4.3066450870862321e-08,3.8309143528650846e-12,1.2971806374851842e-15,2.0395907823503786e-17,1.2973063078455197e-15,6.4993040288464177e-09,7.8826646552164740e-07,8.0381261259292419e-04,4.0560726768714183e-03,132,2.0624853219920531e+08,3.2270334472969762e+03,7.7784628628844977e+04,3.6702771699788037e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,1.2441314378712109e+00,1.9456826690375223e+01,21,5,3.5124241115945551e+00,4.4477483539784020e+00,1.2094803068442970e+00,-7.6645571735885976e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",1.0608082736897238e-05,8.1340031778287478e-12,2.5545206518532031e+00,1.9178419801939592e+00,1,0.75,True
cylindrical_smooth,0.01,0.005,1,8,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,6.7227320860882523e-10,2.5199409943475223e-08,8.1340031778287478e-12,5.8318464729054096e-16,1.8346488205080077e-17,5.8347315830709110e-16,1.5645338735184419e-09,4.3040205499849623e-07,2.0138320356622810e-04,1.0125511945294765e-03,132,1.6494794723849642e+09,8.7650710214768278e+03,2.4734238321040163e+05,8.4391858321048857e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,6.2839060800405622e-01,1.9456826690375223e+01,37,5,3.5124241115945551e+00,4.4477483539784020e+00,1.2094803068442970e+00,-7.6645571735885976e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",1.0608082736897238e-05,8.1340031778287478e-12,2.5545206518532031e+00,1.9178419801939592e+00,1,0.75,True
cylindrical_sharp,0.04,0.005,1,2,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,2.2903733456502152e-05,7.7500359989191709e-04,7.1928088844468464e-13,6.1581240354154814e-16,2.1407236642596722e-17,6.1585497017206834e-16,4.5044029173190771e-08,1.0608082736897238e-05,3.1717462639125516e-03,1.9293574493551482e-02,132,2.6130555965392046e+07,1.6908877158577302e+03,1.7936503868402393e+04,1.9430993065492119e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,2.7224004801140258e+00,1.9370353938134361e+01,14,5,2.5545206518532031e+00,1.9178419801939592e+00,2.0643266409310059e+00,-1.7418450068167701e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",1.0608082736897238e-05,8.1340031778287478e-12,2.5545206518532031e+00,1.9178419801939592e+00,0.75,0.75,True
cylindrical_sharp,0.02,0.005,1,4,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,1.8933373955112026e-06,1.0613694227374121e-03,4.6005472968252007e-12,1.2601905766484177e-15,8.6903778654129212e-18,1.2602205410724407e-15,2.9034530685183193e-08,2.8406468168524061e-06,7.9263568553821504e-04,1.1938862643957476e-02,132,2.0415850997541729e+08,3.6468543355888164e+03,7.3350169164336286e+04,2.8690789568690463e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.2156523437154627e+00,1.9449725544881449e+01,22,5,2.5545206518532031e+00,1.9178419801939592e+00,2.0643266409310059e+00,-1.7418450068167701e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",1.0608082736897238e-05,8.1340031778287478e-12,2.5545206518532031e+00,1.9178419801939592e+00,0.75,0.75,True
cylindrical_sharp,0.01,0.005,1,8,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,6.6363854031570795e-07,5.4280994241526249e-05,8.0462534952112701e-12,6.6109447857136998e-16,1.0898350383243664e-17,6.6110844351440156e-16,8.9389121040355561e-09,6.0644080949538430e-07,2.0235754779295646e-04,6.1298918844306053e-03,132,1.6115282188553212e+09,9.1417460210522040e+03,2.4576774019033098e+05,8.3418300314980234e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.4305790498568238e+00,1.9500570642321929e+01,38,5,2.5545206518532031e+00,1.9178419801939592e+00,2.0643266409310059e+00,-1.7418450068167701e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",1.0608082736897238e-05,8.1340031778287478e-12,2.5545206518532031e+00,1.9178419801939592e+00,0.75,0.75,True
cylindrical_smooth,0.04,0.005,2,2,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,8.7591206412533592e-08,1.2005980453237788e-05,2.3425013805793899e-12,1.4080700859920015e-15,7.2736629355376493e-16,1.5848416615118573e-15,1.6503146420124371e-07,4.3389737267111647e-06,3.1937596419023000e-03,1.4077486735316056e-02,132,3.5512737012967095e+06,4.1530930882793336e+02,1.0111069156906262e+04,1.6380639107172097e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,2.0360747414028713e+00,1.9456826690375223e+01,13,5,5.0310743543882941e+00,6.2849976906531886e+00,9.5008316215933952e-01,-9.5891741740833358e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",8.9080352865687619e-06,9.3732407307954856e-12,2.5547943540001348e+00,1.9176105169676534e+00,1,0.75,True
cylindrical_smooth,0.02,0.005,2,4,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,4.1686065617309682e-09,2.4283113500344720e-08,2.9393340884482778e-12,6.5744519371622585e-16,3.4854239917134747e-16,6.7220545470038231e-16,8.5834192152477095e-08,2.1780155859243601e-06,8.0381261298194612e-04,4.0560695683227194e-03,132,1.4313620126686154e+07,5.3487790344035443e+02,4.1943858561233370e+04,4.3809044514509604e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,1.2441486405590325e+00,1.9456826690375223e+01,21,5,5.0310743543882941e+00,6.2849976906531886e+00,9.5008316215933952e-01,-9.5891741740833358e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",8.9080352865687619e-06,9.3732407307954856e-12,2.5547943540001348e+00,1.9176105169676534e+00,1,0.75,True
cylindrical_smooth,0.01,0.005,2,8,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,8.1931692400431365e-11,1.9744765347451278e-09,8.8512716062884768e-12,5.7358040585426267e-16,3.7168686879507182e-16,6.6539749595806603e-16,4.9015864998720484e-08,1.1624651986115761e-06,2.0138320357247603e-04,1.0125503486589347e-03,132,5.7582350412581243e+07,6.8686358231862221e+02,1.3216187313477628e+05,6.9460017520889745e-14,3.8184080565964612e-15,4.4087858519822445e-15,20,1.6575151823470364e+01,1.9456826690375223e+01,6.2840102894910521e-01,1.9456826690375223e+01,37,5,5.0310743543882941e+00,6.2849976906531886e+00,9.5008316215933952e-01,-9.5891741740833358e-01,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",8.9080352865687619e-06,9.3732407307954856e-12,2.5547943540001348e+00,1.9176105169676534e+00,1,0.75,True
cylindrical_sharp,0.04,0.005,2,2,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,2.2901264640807437e-05,7.7480332436283587e-04,9.2830796508057828e-13,6.8591345562617620e-16,6.4363715402343010e-16,9.2636101621227997e-16,3.9611100609422597e-07,8.9080352865687619e-06,3.1717442733756591e-03,1.9293748417497585e-02,132,1.7804043698896427e+07,2.1062465991309996e+03,1.3118900177604673e+04,3.7398713617200987e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,2.7223383858393966e+00,1.9370353443667344e+01,14,5,2.5547943540001348e+00,1.9176105169676534e+00,3.2526910721436092e-01,-1.6679362666693442e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",8.9080352865687619e-06,9.3732407307954856e-12,2.5547943540001348e+00,1.9176105169676534e+00,0.75,0.75,True
cylindrical_sharp,0.02,0.005,2,4,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,1.8938496135835899e-06,1.0613487885233989e-03,2.5542253078517036e-12,1.5230808780840808e-15,3.8804553449245821e-16,1.5717362049736310e-15,2.9435640363163991e-07,8.8189919532248971e-06,7.9263561695240906e-04,1.1938908371900472e-02,132,1.1588925672223704e+08,4.3420134270282506e+03,4.3633298014691522e+04,4.1767942237119704e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.2156208106873359e+00,1.9449719596571363e+01,22,5,2.5547943540001348e+00,1.9176105169676534e+00,3.2526910721436092e-01,-1.6679362666693442e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",8.9080352865687619e-06,9.3732407307954856e-12,2.5547943540001348e+00,1.9176105169676534e+00,0.75,0.75,True
cylindrical_sharp,0.01,0.005,2,8,paper_tfe_lower_pair_source_free_mean_blend_trajectory_alpha_sweep_partial_not_full_tfe,,True,True,6.6331527544696086e-07,5.4284382780401645e-05,9.3732407307954856e-12,4.5366503637378060e-16,2.1802966906474216e-16,4.8065880016790976e-16,1.7220473714987414e-07,5.6747980761078693e-06,2.0235752106587441e-04,6.1299023195980611e-03,132,4.3804948597597170e+08,5.1486472007840566e+03,2.0968438989094124e+05,8.0392331569524267e-14,4.4061678072136439e-15,5.9415067247857465e-15,20,1.6511184154789674e+01,1.9347419632600847e+01,3.4305768789771531e+00,1.9500560197006529e+01,38,5,2.5547943540001348e+00,1.9176105169676534e+00,3.2526910721436092e-01,-1.6679362666693442e+00,6,132,16,8,24,centered_acceleration_source_consistency_plus_blended_mean_acceleration_velocity_closure,iterative_equilibrated,raw_terminal_lobatto_node_no_projection,consistent_initial_acceleration_then_recurrent_terminal_z,trajectory_alpha_sweep,True,True,False,False,True,False,False,False,This trajectory alpha sweep tests whether a source-free blended mean closure can simultaneously preserve order and close terminal velocity. It remains diagnostic until one alpha passes terminal velocity and full-TFE gates.,"Lower-pair rows are 16 centered acceleration source-consistency equations plus (1-alpha)*mean_acceleration + alpha*mean_velocity closure rows. No endpoint source, terminal-row replacement, or projection is used.",8.9080352865687619e-06,9.3732407307954856e-12,2.5547943540001348e+00,1.9176105169676534e+00,0.75,0.75,True
