case,history_mode,matrix_law,gain,h,status,error_message,bootstrap_step_count,newton_converged,residual_norm,min_jacobian_rank,raw_terminal_endpoint_velocity_constraint_norm,history_source_norm,source_curvature_norm,candidate_basis_rank,candidate_augmented_rank,candidate_independent_target_rank,candidate_projection_relative_residual,candidate_max_row_relative_residual,candidate_missing_direction_rank,candidate_missing_direction_dominant_variable_family,candidate_missing_direction_dominant_variable_fraction,candidate_missing_direction_stage0_fraction,candidate_missing_direction_stage1_fraction,candidate_missing_direction_stage2_fraction,candidate_spans_terminal_bridge,candidate_closure_value_delta_from_recurrent_norm,candidate_closure_value_delta_from_recurrent_relative,uses_stage2_translation_velocity_matrix_feature,uses_stage2_velocity_matrix_feature,target_bridge_used_for_scoring_only,accepted_h_sweep_present,full_tfe_stage_replacement
cylindrical_smooth,post_one_step,stage2_translation_velocity_stage2_velocity_outer_feature,100000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8988734897600779,0.997307921274456,8,translation_velocity_v,0.5560597123832335,4.180873855271313e-17,4.120310586406419e-17,1.0,False,5.462755291833654e-15,0.125457056236256,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_stage2_velocity_outer_feature,1000000000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8988704606234116,0.9973075638542909,8,translation_velocity_v,0.5560593779696991,4.180779535073228e-09,4.120214617953124e-09,0.9999999916990059,False,5.5595544152150756e-11,1276.8013459450458,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_symmetric_stage2_velocity_outer_feature,100000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8988734869298006,0.997307919962506,8,translation_velocity_v,0.5560597101317565,8.013907978759517e-15,8.134727933531874e-15,0.9999999999999838,False,2.1111275341084698e-14,0.4848393010839993,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_symmetric_stage2_velocity_outer_feature,1000000000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8988410715391315,0.9972911209538671,8,translation_velocity_v,0.5560335636379128,8.013387758467545e-07,8.134186138847436e-07,0.9999983852426102,False,2.1129225535300348e-10,4852.51543332619,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_hadamard_diagonal_feature_stage2_velocity,100000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8988734898902406,0.9973079213246098,8,translation_velocity_v,0.556059712266416,1.1627722677592369e-17,1.1448290509628721e-17,1.0,False,7.631092255374972e-16,0.017525485200807496,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_hadamard_diagonal_feature_stage2_velocity,1000000000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8988717660252915,0.9973080700417963,8,translation_velocity_v,0.5560582179253157,1.1627315170445481e-09,1.1447889410455037e-09,0.9999999976924796,False,7.488209952113308e-12,171.97343224866134,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_diagonal_plus_hadamard_row_feature_stage2_velocity,100000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8988734901178826,0.9973079217608786,8,translation_velocity_v,0.5560597123241644,5.662389553457626e-16,5.655074999185445e-16,0.9999999999999991,False,2.404532862204796e-15,0.055222245625118266,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_diagonal_plus_hadamard_row_feature_stage2_velocity,1000000000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.898873969020976,0.9973123991819257,8,translation_velocity_v,0.5560585668552233,5.662372548814166e-08,5.655058048393511e-08,0.999999886825694,False,2.4837688733734964e-11,570.4197141880131,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_angular_to_translation_cross_feature,100000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.8988734843143096,0.9973079186911664,8,translation_velocity_v,0.55605970807052,2.9318752269271636e-14,2.9765173329418835e-14,0.9999999999999408,False,4.039005720125597e-14,0.9275937520501089,True,True,True,False,False
cylindrical_smooth,post_one_step,stage2_translation_velocity_angular_to_translation_cross_feature,1000000000000.0,0.04,paper_tfe_lower_pair_recurrent_stage2_translation_velocity_matrix_differential_audit_gap_not_full_tfe,,1,True,2.4825205374532975e-12,132,4.020786763889641e-06,7.946977087299714e-14,1.0761766132525447e-14,24,32,8,0.898812011980386,0.9972693766964345,8,translation_velocity_v,0.556004160932838,2.93150280017494e-06,2.9761303764552296e-06,0.9999940923668235,False,4.0395502749934213e-10,9277.188139410899,True,True,True,False,False
